Date-time CET-CEST (DD/MM/YYYY HH:mm);DMA A (L/s);DMA B (L/s);DMA C (L/s);DMA D (L/s);DMA E (L/s);DMA F (L/s);DMA G (L/s);DMA H (L/s);DMA I (L/s);DMA J (L/s)
23/04/2022 10:00;8.22;9.87;4.58;44.73;98.92;11.59;32.62;26.50;18.68;27.98
23/04/2022 11:00;7.43;9.93;#N/A;42.27;94.26;10.77;30.27;26.31;20.31;28.88
23/04/2022 12:00;6.54;9.53;#N/A;34.79;92.49;10.35;30.58;24.72;19.80;27.03
23/04/2022 13:00;6.58;9.72;#N/A;38.21;89.14;11.01;29.20;24.84;19.68;25.64
23/04/2022 14:00;7.40;9.35;4.13;35.78;86.32;10.34;27.12;22.34;17.37;25.01
23/04/2022 15:00;6.69;8.81;4.01;38.97;79.79;10.82;25.58;21.20;17.22;23.71
23/04/2022 16:00;6.50;9.02;3.85;37.50;78.91;9.78;26.57;20.04;18.44;23.84
23/04/2022 17:00;5.97;9.55;3.87;36.35;79.97;9.64;26.48;20.73;17.11;23.83
23/04/2022 18:00;6.22;9.15;3.93;36.56;80.90;9.55;27.72;21.70;18.99;24.94
23/04/2022 19:00;7.45;9.27;3.78;36.74;82.25;10.23;28.75;21.77;20.16;26.38
23/04/2022 20:00;6.95;9.28;4.02;34.53;84.44;9.67;28.14;21.79;19.40;26.31
23/04/2022 21:00;6.42;8.56;3.50;31.77;76.24;9.46;27.02;19.06;16.50;23.95
23/04/2022 22:00;5.42;8.34;2.76;30.76;69.20;10.07;22.70;17.89;16.59;22.21
23/04/2022 23:00;5.26;8.04;2.70;30.21;68.30;8.63;22.72;16.60;18.20;22.89
24/04/2022 00:00;5.08;7.52;2.43;29.06;63.04;7.71;21.29;14.74;16.77;21.70
24/04/2022 01:00;4.60;7.20;2.05;27.22;56.67;8.21;19.37;13.11;15.75;19.48
24/04/2022 02:00;4.29;7.11;1.85;25.54;53.09;7.52;17.82;12.66;16.56;20.92
24/04/2022 03:00;4.30;7.05;1.79;24.83;53.13;7.40;17.42;11.86;16.27;20.75
24/04/2022 04:00;4.22;7.13;1.79;27.12;52.72;7.83;17.25;11.69;16.16;20.06
24/04/2022 05:00;3.58;7.22;1.91;26.80;54.01;7.50;17.45;11.72;16.87;19.93
24/04/2022 06:00;3.24;7.61;2.16;26.70;58.89;7.83;19.47;12.68;18.16;21.39
24/04/2022 07:00;4.56;8.32;2.88;25.57;69.60;8.32;23.41;15.74;19.52;24.05
24/04/2022 08:00;5.82;9.25;4.11;34.15;86.12;10.17;27.78;21.01;18.95;26.29
24/04/2022 09:00;7.19;10.56;4.74;45.68;100.72;13.29;32.82;26.34;17.81;27.09
24/04/2022 10:00;7.69;10.57;5.29;45.48;103.45;11.95;35.17;26.19;18.94;28.18
24/04/2022 11:00;6.57;10.12;4.86;42.53;95.29;11.27;32.30;24.11;18.23;26.26
24/04/2022 12:00;6.84;10.11;4.46;42.11;88.93;12.13;28.37;24.50;18.14;26.24
24/04/2022 13:00;7.90;9.58;4.35;36.71;86.35;11.37;29.16;22.36;18.79;25.30
24/04/2022 14:00;9.04;9.42;4.25;32.08;80.62;9.18;27.87;20.39;16.53;23.81
24/04/2022 15:00;9.66;8.88;3.65;30.29;77.46;10.37;25.18;20.14;16.12;23.12
24/04/2022 16:00;6.47;8.63;3.70;34.94;76.87;9.54;25.59;19.23;17.68;24.58
24/04/2022 17:00;6.27;8.84;3.41;32.27;77.50;10.15;25.28;20.25;15.83;21.98
24/04/2022 18:00;6.46;9.16;3.58;34.16;80.16;10.07;26.88;19.92;16.15;23.89
24/04/2022 19:00;6.43;9.21;4.02;37.13;83.14;10.18;27.01;20.28;17.54;24.61
24/04/2022 20:00;6.20;9.36;3.62;37.39;84.14;9.04;27.65;21.02;15.85;23.57
24/04/2022 21:00;5.44;8.72;3.28;33.68;77.14;9.48;25.28;19.83;15.94;23.01
24/04/2022 22:00;4.50;8.14;2.88;31.73;71.28;8.98;22.99;18.14;16.43;22.84
24/04/2022 23:00;5.94;7.80;2.81;25.86;67.50;7.94;23.10;17.00;17.09;23.03
25/04/2022 00:00;13.91;7.49;2.21;22.61;60.80;8.04;19.85;14.92;16.72;22.73
25/04/2022 01:00;3.69;7.16;1.99;23.15;55.05;6.93;18.93;13.93;16.47;21.37
25/04/2022 02:00;4.62;7.08;1.86;25.76;53.21;6.96;16.73;12.89;16.07;21.15
25/04/2022 03:00;5.18;7.10;1.78;25.36;52.72;6.95;16.95;11.90;16.53;20.47
25/04/2022 04:00;4.67;6.98;1.84;27.00;53.28;6.99;16.51;11.91;18.56;21.27
25/04/2022 05:00;4.81;7.10;1.97;26.20;53.72;7.52;17.08;12.01;16.62;20.52
25/04/2022 06:00;5.81;7.72;2.34;27.85;59.65;7.05;19.96;13.49;16.93;23.35
25/04/2022 07:00;6.74;8.30;3.23;33.92;71.40;8.02;23.11;17.22;17.58;24.46
25/04/2022 08:00;8.73;9.91;4.51;39.73;87.59;9.34;29.98;22.90;19.54;26.42
25/04/2022 09:00;8.16;10.53;4.87;41.33;101.23;12.91;33.77;26.46;17.82;27.41
25/04/2022 10:00;8.36;10.71;5.14;40.03;101.22;11.18;34.96;25.90;19.12;28.69
25/04/2022 11:00;7.47;10.41;4.93;39.97;96.03;9.93;32.40;25.41;18.13;26.31
25/04/2022 12:00;6.90;9.74;4.81;41.34;88.70;13.34;29.34;23.33;18.15;25.55
25/04/2022 13:00;6.35;9.51;4.67;37.20;85.69;10.57;30.38;22.90;18.29;25.62
25/04/2022 14:00;6.59;9.26;4.67;36.87;80.79;9.54;27.13;21.75;17.11;23.39
25/04/2022 15:00;6.63;9.07;4.04;36.01;76.89;9.86;26.04;20.07;16.84;22.99
25/04/2022 16:00;6.35;8.89;4.22;33.18;74.55;9.54;#N/A;19.25;18.74;24.66
25/04/2022 17:00;5.83;8.93;3.83;33.28;77.92;9.46;24.86;20.81;16.75;22.96
25/04/2022 18:00;6.63;9.25;4.27;37.85;84.31;10.19;28.08;20.20;16.46;23.02
25/04/2022 19:00;7.00;9.93;4.34;39.29;89.68;10.66;30.07;22.73;17.97;25.00
25/04/2022 20:00;7.99;9.39;4.02;38.71;91.02;11.35;31.16;22.90;17.69;25.13
25/04/2022 21:00;6.66;9.22;3.87;37.00;83.27;11.05;28.03;20.78;16.82;23.49
25/04/2022 22:00;5.88;8.45;3.20;32.85;74.28;7.94;23.89;19.04;18.26;23.60
25/04/2022 23:00;5.12;7.97;3.20;29.13;67.98;8.92;22.93;17.03;18.86;23.77
26/04/2022 00:00;5.13;7.36;2.67;27.92;59.39;7.64;19.73;14.26;16.91;21.49
26/04/2022 01:00;4.37;7.08;2.01;27.75;54.61;6.94;17.95;12.70;16.58;21.22
26/04/2022 02:00;15.61;7.01;1.85;24.03;53.26;6.57;17.63;12.00;17.36;21.32
26/04/2022 03:00;4.12;7.17;1.84;19.62;52.28;6.93;17.28;11.17;17.90;22.60
26/04/2022 04:00;3.12;7.20;1.87;19.43;53.63;6.76;17.19;11.66;15.72;19.30
26/04/2022 05:00;3.56;7.31;2.10;26.19;56.87;7.60;18.00;12.48;18.18;22.08
26/04/2022 06:00;6.23;8.74;3.33;34.11;74.96;8.56;26.59;17.72;18.71;25.84
26/04/2022 07:00;8.80;10.20;4.56;42.02;101.25;11.19;34.44;26.67;20.48;29.83
26/04/2022 08:00;8.98;9.63;4.04;39.15;99.51;11.05;32.18;27.96;26.67;38.18
26/04/2022 09:00;9.74;9.20;4.11;39.70;91.56;9.97;29.65;28.80;28.40;39.89
26/04/2022 10:00;10.07;8.89;3.63;38.29;87.28;9.21;27.32;29.14;29.61;39.96
26/04/2022 11:00;9.71;8.95;3.53;28.51;84.18;10.14;25.46;27.47;27.75;38.03
26/04/2022 12:00;9.76;9.01;3.65;31.16;84.01;9.82;26.17;26.95;29.50;#N/A
26/04/2022 13:00;10.23;8.70;3.56;37.90;83.84;9.37;26.40;25.46;29.71;38.20
26/04/2022 14:00;10.45;8.83;3.26;36.30;81.07;8.96;25.75;23.95;29.10;38.09
26/04/2022 15:00;8.36;8.49;2.98;30.83;77.57;10.48;24.83;23.77;30.21;38.14
26/04/2022 16:00;6.95;8.51;3.41;35.34;76.92;8.81;24.15;23.37;30.60;39.44
26/04/2022 17:00;8.51;8.72;3.09;34.33;77.59;9.53;24.33;24.50;26.58;33.46
26/04/2022 18:00;10.30;9.12;3.97;32.88;82.12;10.45;26.59;24.09;21.59;26.89
26/04/2022 19:00;6.67;9.28;4.18;36.57;89.45;10.67;29.01;26.02;21.02;27.92
26/04/2022 20:00;6.87;9.53;3.98;35.73;92.91;9.89;32.60;25.39;20.95;27.77
26/04/2022 21:00;5.11;9.25;3.91;38.26;84.41;11.40;29.65;22.59;22.19;27.56
26/04/2022 22:00;5.17;8.25;3.12;31.38;75.63;8.73;25.93;19.75;22.31;27.10
26/04/2022 23:00;4.99;7.65;2.45;29.87;68.90;8.52;23.84;18.29;20.34;24.57
27/04/2022 00:00;4.61;7.36;2.16;26.65;59.22;7.64;21.03;14.71;17.10;21.67
27/04/2022 01:00;4.17;6.98;1.98;26.56;54.66;7.25;18.63;13.61;16.82;21.20
27/04/2022 02:00;3.80;6.97;1.84;24.35;52.27;7.78;17.47;12.69;19.18;23.07
27/04/2022 03:00;3.73;6.95;1.83;19.78;52.16;8.02;17.37;12.09;19.37;24.40
27/04/2022 04:00;3.80;7.04;1.82;20.26;53.32;7.62;17.13;12.03;17.95;21.27
27/04/2022 05:00;3.87;7.41;2.08;27.32;56.13;8.05;18.04;12.85;18.44;22.00
27/04/2022 06:00;5.62;8.45;3.30;35.33;73.45;8.29;25.58;17.41;19.07;26.71
27/04/2022 07:00;8.57;10.11;4.76;41.68;99.86;10.95;33.78;26.41;21.43;30.68
27/04/2022 08:00;8.36;9.64;4.20;40.77;99.20;9.68;34.05;28.66;24.35;32.98
27/04/2022 09:00;8.45;9.67;4.05;40.69;97.01;10.20;30.33;28.91;23.28;34.03
27/04/2022 10:00;8.87;8.90;3.71;37.62;87.48;10.09;28.83;27.49;22.44;32.21
27/04/2022 11:00;7.75;8.78;3.29;29.51;84.26;9.65;26.32;26.94;22.50;31.80
27/04/2022 12:00;8.55;8.73;3.53;32.37;86.55;10.20;25.71;26.76;21.79;31.21
27/04/2022 13:00;7.65;8.72;3.63;33.95;87.40;9.46;27.91;26.57;22.62;31.65
27/04/2022 14:00;8.69;8.49;3.25;34.35;82.45;10.76;26.48;24.57;22.36;32.64
27/04/2022 15:00;7.92;8.74;3.24;34.84;79.13;8.38;26.49;23.24;20.71;28.01
27/04/2022 16:00;7.96;8.80;3.21;34.41;78.06;10.15;25.89;23.05;24.22;30.73
27/04/2022 17:00;6.72;8.68;3.46;32.58;79.20;10.62;26.01;24.35;21.11;28.60
27/04/2022 18:00;6.73;9.23;3.68;33.52;83.36;10.48;28.08;24.06;19.34;27.16
27/04/2022 19:00;7.68;9.53;4.24;37.59;90.28;14.06;29.28;25.34;20.09;29.10
27/04/2022 20:00;7.81;9.85;4.24;42.85;94.15;10.94;31.47;24.09;21.18;29.50
27/04/2022 21:00;6.81;9.36;3.56;38.04;87.01;9.53;28.54;23.01;18.90;26.15
27/04/2022 22:00;5.60;8.69;3.36;33.81;77.21;7.77;25.02;20.03;19.36;24.74
27/04/2022 23:00;4.81;7.97;3.22;31.08;69.54;6.83;23.62;16.95;19.39;23.12
28/04/2022 00:00;3.88;7.32;2.72;26.68;60.25;7.29;20.23;14.95;19.55;22.22
28/04/2022 01:00;2.56;7.14;1.93;24.26;54.89;7.66;18.15;13.40;18.70;20.57
28/04/2022 02:00;3.69;7.05;1.80;20.72;52.93;7.15;16.96;12.86;19.90;23.19
28/04/2022 03:00;3.75;7.18;1.83;19.88;52.49;7.63;16.87;11.92;18.01;22.32
28/04/2022 04:00;2.47;7.20;1.84;23.33;53.91;7.12;16.63;12.03;18.06;21.45
28/04/2022 05:00;4.54;7.53;2.08;27.29;56.65;7.36;18.34;12.92;18.09;21.60
28/04/2022 06:00;7.43;8.99;3.52;35.36;75.84;9.20;24.88;18.45;19.32;26.24
28/04/2022 07:00;8.12;10.29;4.85;43.40;104.49;11.05;35.00;27.12;23.00;33.12
28/04/2022 08:00;9.01;10.00;4.55;41.83;102.08;11.02;33.78;28.89;24.07;35.00
28/04/2022 09:00;8.75;9.51;4.33;40.74;93.69;9.29;31.32;28.06;22.69;33.76
28/04/2022 10:00;8.94;9.35;3.58;38.76;88.27;10.12;29.61;27.19;23.84;32.17
28/04/2022 11:00;9.50;8.90;3.53;36.66;84.93;9.82;27.05;25.59;22.14;#N/A
28/04/2022 12:00;8.47;9.40;3.64;31.26;85.52;9.78;26.74;27.34;22.41;31.37
28/04/2022 13:00;8.42;9.21;3.56;36.14;84.47;10.29;26.74;27.30;23.47;31.41
28/04/2022 14:00;10.22;9.03;3.42;35.70;83.33;9.87;27.46;25.05;22.92;30.16
28/04/2022 15:00;9.41;9.41;3.47;38.23;79.90;11.23;26.02;22.87;20.74;27.95
28/04/2022 16:00;7.21;9.03;3.56;36.30;77.37;11.27;25.37;22.73;23.00;30.50
28/04/2022 17:00;6.60;9.39;4.20;34.76;78.27;10.64;27.30;23.34;21.82;29.48
28/04/2022 18:00;6.13;9.73;4.28;35.05;82.66;9.71;28.64;23.98;22.63;30.41
28/04/2022 19:00;8.06;10.56;4.77;37.27;89.94;10.96;32.21;23.73;21.66;29.67
28/04/2022 20:00;8.14;9.92;4.09;38.48;91.04;10.80;31.31;24.71;18.87;26.90
28/04/2022 21:00;6.26;8.95;3.98;38.01;85.04;10.05;29.37;22.21;18.08;25.33
28/04/2022 22:00;5.78;8.47;3.38;33.30;74.55;9.31;25.67;19.05;20.76;26.37
28/04/2022 23:00;5.01;8.09;3.39;29.67;70.41;7.51;22.39;17.97;19.65;24.68
29/04/2022 00:00;4.39;7.52;2.72;26.50;59.78;8.38;20.50;14.39;18.83;24.16
29/04/2022 01:00;3.96;7.20;1.96;20.45;54.55;7.22;18.16;12.73;17.82;21.37
29/04/2022 02:00;4.04;7.07;1.84;19.85;52.49;7.44;16.98;12.46;17.77;20.51
29/04/2022 03:00;5.19;7.17;1.84;22.58;52.49;6.69;17.13;11.83;18.69;21.79
29/04/2022 04:00;4.40;7.20;1.83;25.11;53.52;6.96;16.90;11.35;18.08;21.35
29/04/2022 05:00;4.13;7.42;2.19;27.57;56.61;6.39;18.17;12.23;19.97;25.08
29/04/2022 06:00;6.37;8.77;3.84;34.76;75.23;8.69;24.85;18.14;20.50;29.00
29/04/2022 07:00;8.02;10.61;4.79;43.69;105.32;12.33;35.20;26.13;23.15;33.78
29/04/2022 08:00;8.21;10.29;4.23;40.62;105.09;12.88;32.83;28.66;26.37;37.39
29/04/2022 09:00;8.64;9.66;4.43;36.12;98.13;9.94;30.30;29.00;25.31;35.73
29/04/2022 10:00;8.88;9.39;3.72;#N/A;88.18;9.61;29.17;27.72;24.82;36.11
29/04/2022 11:00;7.99;9.44;3.79;37.43;84.47;10.31;27.47;26.48;26.72;36.63
29/04/2022 12:00;8.63;8.94;4.00;38.51;84.10;11.72;26.15;25.88;24.19;33.88
29/04/2022 13:00;8.12;9.13;3.66;37.90;86.41;10.22;26.53;26.67;25.52;34.06
29/04/2022 14:00;8.70;9.07;3.66;35.08;83.42;11.57;26.55;24.50;24.85;33.22
29/04/2022 15:00;8.39;9.50;3.57;37.67;79.83;9.16;25.39;24.45;24.46;32.62
29/04/2022 16:00;7.67;9.21;4.05;31.03;78.65;9.05;26.91;23.10;24.70;30.88
29/04/2022 17:00;6.93;9.89;4.54;34.52;80.11;9.21;27.56;25.05;22.45;29.39
29/04/2022 18:00;7.43;10.25;5.26;33.23;83.75;10.91;28.17;24.68;21.76;29.12
29/04/2022 19:00;7.77;11.11;4.99;41.53;87.01;11.39;29.59;24.33;22.70;29.92
29/04/2022 20:00;6.92;10.28;4.71;42.95;85.91;10.35;31.06;24.02;22.16;29.63
29/04/2022 21:00;5.37;9.11;3.99;40.44;80.91;9.59;28.73;21.94;21.14;28.11
29/04/2022 22:00;4.18;8.33;3.15;32.96;73.54;9.12;24.67;18.72;19.19;25.20
29/04/2022 23:00;3.60;8.17;3.30;28.45;67.97;8.21;23.71;17.45;20.31;23.70
30/04/2022 00:00;2.80;7.74;2.78;22.33;60.96;7.90;21.17;15.69;18.20;22.59
30/04/2022 01:00;3.55;7.29;2.03;21.46;55.78;6.86;18.96;14.16;17.13;21.32
30/04/2022 02:00;4.21;7.22;1.94;24.70;53.49;6.97;17.20;13.42;18.59;21.30
30/04/2022 03:00;5.01;7.24;1.84;26.54;52.77;7.29;16.42;12.29;18.13;21.32
30/04/2022 04:00;4.06;7.37;1.89;27.93;53.61;7.43;17.30;12.33;18.96;21.98
30/04/2022 05:00;4.29;7.75;2.44;28.79;55.68;7.37;17.96;13.59;17.88;21.20
30/04/2022 06:00;6.18;7.88;3.44;31.64;65.36;7.33;21.37;15.73;17.85;22.54
30/04/2022 07:00;6.46;9.83;4.40;42.44;82.95;11.82;26.67;21.33;20.17;26.31
30/04/2022 08:00;8.86;11.19;5.65;44.25;99.63;11.94;33.11;27.76;20.59;29.73
30/04/2022 09:00;10.00;11.61;5.94;43.68;106.57;12.98;38.29;29.59;21.56;28.91
30/04/2022 10:00;10.80;11.02;5.79;44.35;100.77;9.12;36.23;28.52;22.46;30.03
30/04/2022 11:00;7.61;10.58;5.44;41.42;93.34;11.38;33.14;27.51;21.06;28.53
30/04/2022 12:00;6.70;10.79;4.70;40.86;89.19;11.60;31.13;24.97;19.91;27.12
30/04/2022 13:00;6.75;9.86;4.38;39.14;88.39;11.81;31.61;25.52;20.20;26.53
30/04/2022 14:00;6.50;9.91;4.28;39.16;84.65;10.13;31.52;23.65;20.90;25.38
30/04/2022 15:00;6.45;10.11;4.57;36.28;78.90;9.45;29.47;22.19;18.96;23.96
30/04/2022 16:00;5.53;9.60;4.57;34.65;79.40;11.09;28.99;21.24;17.68;23.47
30/04/2022 17:00;5.72;10.46;4.77;32.10;80.19;10.28;29.63;21.83;19.07;24.81
30/04/2022 18:00;6.36;10.74;5.01;36.03;81.22;9.96;29.88;22.71;18.15;25.85
30/04/2022 19:00;6.80;10.40;4.71;38.08;85.81;8.62;31.83;22.34;17.80;24.90
30/04/2022 20:00;6.73;10.30;4.24;38.94;84.18;11.26;30.46;23.19;19.72;25.07
30/04/2022 21:00;5.68;8.94;3.65;32.93;78.54;9.70;27.75;19.97;17.70;24.39
30/04/2022 22:00;4.97;8.18;3.18;31.66;70.50;7.54;24.85;18.28;17.89;23.32
30/04/2022 23:00;5.06;8.02;2.99;24.39;68.29;8.08;23.79;16.52;18.10;23.11
01/05/2022 00:00;4.52;7.65;2.48;24.13;61.27;8.36;21.52;15.41;16.75;21.54
01/05/2022 01:00;4.04;7.39;2.11;21.31;56.00;8.52;19.18;13.73;16.54;20.39
01/05/2022 02:00;3.90;7.10;2.08;27.20;53.42;7.90;17.33;12.82;17.84;21.67
01/05/2022 03:00;4.00;7.11;1.93;25.93;52.92;6.54;16.38;12.34;15.90;19.92
01/05/2022 04:00;3.99;7.08;1.79;25.02;53.15;6.35;16.60;11.99;15.79;19.19
01/05/2022 05:00;3.67;7.36;2.25;27.29;54.18;6.77;17.59;12.74;16.37;20.15
01/05/2022 06:00;3.89;7.70;2.94;28.36;59.49;8.01;20.83;13.77;16.05;21.23
01/05/2022 07:00;5.03;9.22;3.40;33.63;73.17;8.72;23.55;17.82;18.35;24.36
01/05/2022 08:00;7.02;10.12;4.87;38.21;89.66;11.55;28.87;23.20;18.34;25.55
01/05/2022 09:00;6.59;11.08;5.35;42.09;102.95;10.88;34.95;26.97;17.63;26.68
01/05/2022 10:00;6.64;10.92;5.58;42.78;100.59;12.54;36.77;27.31;18.21;26.90
01/05/2022 11:00;6.40;11.15;5.18;40.67;93.74;12.05;32.47;25.00;18.22;26.74
01/05/2022 12:00;6.21;10.45;4.64;36.69;88.61;10.47;31.57;24.42;17.10;24.96
01/05/2022 13:00;7.05;9.43;4.21;38.94;87.36;9.69;28.53;22.62;18.78;24.93
01/05/2022 14:00;6.43;9.43;4.60;37.27;#N/A;9.83;26.49;21.38;17.18;23.15
01/05/2022 15:00;6.60;9.41;3.81;31.91;77.66;9.35;26.57;19.95;17.52;22.75
01/05/2022 16:00;6.01;9.14;3.91;34.80;77.12;9.57;25.59;20.42;19.77;24.79
01/05/2022 17:00;6.08;8.90;4.12;34.12;79.84;9.30;26.55;20.69;20.10;25.17
01/05/2022 18:00;5.69;9.00;4.20;36.60;82.88;9.65;27.18;21.36;19.28;24.86
01/05/2022 19:00;6.58;9.57;4.09;38.47;87.06;10.17;29.27;20.75;17.87;24.55
01/05/2022 20:00;6.01;9.44;3.88;39.51;87.79;10.75;29.22;22.46;19.23;#N/A
01/05/2022 21:00;4.93;8.85;3.64;36.74;81.06;9.36;28.52;20.66;16.06;22.95
01/05/2022 22:00;4.04;8.35;2.86;33.67;73.13;9.26;24.53;19.19;17.63;22.81
01/05/2022 23:00;5.30;7.79;3.10;29.65;67.58;7.91;22.85;17.30;18.65;22.28
02/05/2022 00:00;11.86;7.29;2.69;25.24;58.77;7.94;20.72;14.87;16.45;20.70
02/05/2022 01:00;2.35;7.09;2.02;22.22;54.49;7.64;17.95;12.68;16.75;20.88
02/05/2022 02:00;3.81;7.01;1.80;27.12;52.31;8.00;16.90;11.72;17.89;21.84
02/05/2022 03:00;4.78;7.09;1.78;25.87;51.99;7.88;16.94;11.30;16.17;20.58
02/05/2022 04:00;4.31;7.04;1.77;26.39;53.42;7.39;17.09;11.13;16.98;20.24
02/05/2022 05:00;4.08;7.65;2.16;28.51;57.16;7.86;18.69;12.97;16.30;21.21
02/05/2022 06:00;6.03;8.68;3.46;36.78;77.10;8.89;24.93;18.11;18.41;27.20
02/05/2022 07:00;8.63;10.24;4.70;42.50;103.57;11.10;34.63;27.48;22.75;30.75
02/05/2022 08:00;8.94;10.16;4.43;40.10;101.13;10.46;34.75;29.83;21.67;31.21
02/05/2022 09:00;8.44;9.68;4.00;40.66;94.67;9.33;32.60;28.16;20.55;29.08
02/05/2022 10:00;8.68;9.46;3.72;37.12;88.65;9.64;29.38;28.23;23.07;30.99
02/05/2022 11:00;8.06;8.86;3.34;33.43;85.17;9.66;26.15;27.30;24.28;32.71
02/05/2022 12:00;9.02;9.07;3.79;36.20;85.76;10.13;27.97;26.45;22.27;30.93
02/05/2022 13:00;10.23;8.81;3.56;36.15;85.33;10.99;27.24;27.28;22.37;29.72
02/05/2022 14:00;9.52;8.65;3.23;34.23;82.33;9.22;26.61;25.71;23.11;31.46
02/05/2022 15:00;8.15;8.91;#N/A;32.29;79.85;9.93;26.32;23.87;22.71;30.27
02/05/2022 16:00;7.29;8.61;3.45;30.50;77.38;8.91;25.05;22.95;21.18;28.00
02/05/2022 17:00;7.67;8.71;3.67;30.18;78.80;9.57;25.62;23.80;20.35;28.03
02/05/2022 18:00;7.01;9.19;3.76;34.37;82.92;8.91;27.61;23.67;20.27;27.85
02/05/2022 19:00;8.04;10.08;4.51;40.32;89.15;10.31;30.10;23.73;21.25;30.25
02/05/2022 20:00;6.82;9.77;4.47;41.26;90.94;10.76;29.17;24.47;20.48;28.26
02/05/2022 21:00;5.34;9.19;3.99;35.13;84.58;9.54;29.56;22.95;20.54;27.51
02/05/2022 22:00;4.15;8.48;3.44;30.53;75.52;8.94;26.89;19.48;19.18;23.38
02/05/2022 23:00;3.85;8.02;3.56;26.30;68.85;7.14;22.67;17.66;19.64;22.82
03/05/2022 00:00;3.11;7.46;2.69;22.64;59.15;7.62;20.42;14.25;17.84;21.47
03/05/2022 01:00;3.75;7.16;2.01;21.09;53.29;7.11;17.81;12.63;17.58;20.18
03/05/2022 02:00;15.12;7.27;2.08;25.73;52.59;6.69;17.28;12.01;19.22;22.20
03/05/2022 03:00;5.31;7.16;1.90;25.56;52.18;6.65;17.89;11.35;20.06;23.42
03/05/2022 04:00;4.29;7.28;1.86;25.20;53.12;6.97;18.02;11.38;19.20;22.91
03/05/2022 05:00;4.46;7.68;2.54;27.90;57.05;6.46;19.18;13.26;18.76;22.51
03/05/2022 06:00;7.15;8.97;3.99;35.88;75.02;10.00;26.72;17.67;18.98;27.02
03/05/2022 07:00;7.95;10.20;4.88;40.69;103.71;12.55;36.61;27.36;21.60;31.12
03/05/2022 08:00;8.91;10.37;4.79;40.94;101.35;10.95;34.95;30.46;23.79;33.17
03/05/2022 09:00;8.91;9.79;3.86;34.58;93.81;10.46;30.44;29.33;25.45;36.32
03/05/2022 10:00;8.41;9.50;3.88;38.65;88.03;12.79;28.94;29.16;28.63;33.89
03/05/2022 11:00;7.59;8.86;3.78;37.59;83.02;10.27;26.04;25.89;29.53;34.23
03/05/2022 12:00;8.21;#N/A;3.53;34.95;85.16;9.77;27.87;25.15;24.24;32.60
03/05/2022 13:00;8.66;9.36;3.37;36.66;84.22;12.19;27.04;25.58;24.48;31.48
03/05/2022 14:00;9.01;8.89;3.51;32.19;83.00;13.73;26.86;24.59;28.24;32.46
03/05/2022 15:00;7.59;9.10;3.46;35.41;79.26;13.48;25.59;23.66;27.37;31.78
03/05/2022 16:00;6.95;9.15;3.53;33.54;77.91;11.13;27.68;23.91;28.71;32.03
03/05/2022 17:00;7.78;9.72;4.43;34.66;79.26;11.12;25.30;24.59;24.12;30.38
03/05/2022 18:00;8.16;10.07;4.93;39.78;84.03;10.97;28.83;24.15;23.70;30.21
03/05/2022 19:00;7.39;11.01;5.35;39.55;91.49;10.42;30.10;24.77;23.49;30.61
03/05/2022 20:00;8.38;10.11;4.89;41.04;92.79;10.94;30.42;26.32;23.60;30.18
03/05/2022 21:00;7.17;9.40;4.43;39.09;85.07;10.90;29.21;23.28;21.43;27.32
03/05/2022 22:00;5.45;9.02;3.44;28.16;76.94;8.22;25.02;20.36;20.74;24.79
03/05/2022 23:00;5.21;8.19;3.00;25.75;68.68;8.41;22.74;18.09;19.66;22.71
04/05/2022 00:00;4.38;7.72;2.46;28.13;60.21;7.57;20.09;14.36;20.11;23.21
04/05/2022 01:00;4.37;7.37;2.22;24.90;54.29;6.91;18.08;13.27;20.11;22.64
04/05/2022 02:00;3.37;7.36;2.24;24.70;52.98;7.54;17.25;12.47;20.00;22.91
04/05/2022 03:00;2.88;7.37;2.13;23.78;52.76;7.81;17.32;11.86;20.89;23.79
04/05/2022 04:00;2.79;7.19;2.02;23.78;53.57;7.48;17.29;11.68;20.46;22.75
04/05/2022 05:00;2.84;7.63;2.67;25.83;57.58;7.81;19.12;14.00;20.35;22.55
04/05/2022 06:00;6.11;9.07;4.24;32.83;76.30;8.33;27.25;18.85;21.48;26.68
04/05/2022 07:00;8.53;10.81;5.66;39.29;106.15;12.61;34.56;28.02;25.85;34.96
04/05/2022 08:00;9.14;10.57;5.35;38.06;102.41;10.73;33.17;30.58;25.02;33.86
04/05/2022 09:00;11.34;9.92;4.30;38.36;93.84;10.50;31.72;29.78;30.45;35.28
04/05/2022 10:00;12.21;9.59;4.01;37.87;87.44;10.55;28.45;27.88;26.11;33.21
04/05/2022 11:00;10.26;8.81;3.98;34.40;85.29;9.10;27.43;27.11;25.98;31.33
04/05/2022 12:00;10.31;9.01;4.03;36.15;84.75;8.18;26.03;26.21;25.55;32.69
04/05/2022 13:00;9.43;9.42;3.84;36.18;86.58;11.05;27.39;26.70;26.16;31.28
04/05/2022 14:00;9.12;8.96;3.87;32.02;82.26;9.66;26.17;25.14;29.63;32.81
04/05/2022 15:00;8.09;9.37;4.23;35.45;79.69;9.53;25.19;25.08;27.13;31.94
04/05/2022 16:00;7.05;9.03;4.11;34.05;77.96;9.09;25.06;24.26;24.22;31.12
